idade,genero,estado_civil,regiao,renda_mensal,nivel_educacional,perfil_investidor,tempo_experiencia_mercado,valor_total_investido,objetivo_principal,setores_preferenciais,frequencia_operacoes,conhecimento_mercado,usa_analise_tecnica,usa_analise_fundamentalista
42,Masculino,Viúvo,Sudeste,21550.75,Superior Completo,Arrojado,9.7,781320.23,Reserva de Emergência,Varejo,Mensal,Médio,Não,Sim
39,Outro,Viúvo,Sudeste,14504.01,Médio,Moderado,6.5,914456.65,Renda Passiva,Outro,Ocasional (Buy and Hold),Médio,Sim,Não
71,Masculino,Viúvo,Centro-Oeste,5974.51,Superior Completo,Conservador,0.0,955536.74,Diversificação,Commodities,Anual,Médio,Sim,Sim
55,Masculino,Solteiro,Nordeste,2132.31,Médio,Arrojado,9.2,745113.46,Aposentadoria,Varejo,Anual,Baixo,Sim,Sim
75,Outro,Solteiro,Sudeste,4938.29,Superior Incompleto,Arrojado,13.8,224704.58,Renda Passiva,Papel e Celulose,Anual,Alto,Não,Sim
27,Outro,Viúvo,Norte,17105.65,Superior Completo,Agressivo,16.3,642827.45,Compra de Imóvel,Papel e Celulose,Day Trade,Alto,Sim,Não
56,Feminino,Casado,Nordeste,31721.24,Médio,Arrojado,13.3,721790.86,Diversificação,Varejo,Day Trade,Alto,Não,Sim
47,Masculino,Viúvo,Centro-Oeste,16757.24,Fundamental,Moderado,23.5,625526.95,Viagem,Commodities,Day Trade,Baixo,Sim,Não
55,Masculino,Viúvo,Norte,37927.93,Fundamental,Conservador,18.7,451904.62,Reserva de Emergência,Commodities,Semanal (Swing Trade),Médio,Sim,Sim
37,Feminino,Divorciado,Nordeste,3155.57,Médio,Agressivo,6.9,21292.15,Renda Passiva,Tecnologia,Day Trade,Alto,Não,Sim
53,Outro,Solteiro,Nordeste,29362.52,Superior Completo,Conservador,16.0,732526.16,Aposentadoria,Saneamento,Day Trade,Médio,Não,Não
68,Feminino,Casado,Nordeste,9870.95,Superior Completo,Conservador,24.4,620804.27,Reserva de Emergência,Saúde,Anual,Baixo,Não,Sim
26,Masculino,Divorciado,Sudeste,3569.24,Fundamental,Arrojado,11.6,307969.44,Educação dos Filhos,Papel e Celulose,Anual,Médio,Sim,Sim
46,Outro,Solteiro,Norte,37758.64,Superior Incompleto,Moderado,9.8,807832.83,Aposentadoria,Financeiro,Anual,Alto,Não,Sim
21,Masculino,Viúvo,Sudeste,6486.2,Pós-graduado,Agressivo,8.6,429397.63,Aposentadoria,Papel e Celulose,Anual,Alto,Sim,Sim
65,Outro,Divorciado,Centro-Oeste,6407.26,Pós-graduado,Arrojado,7.0,546585.22,Viagem,Energia Elétrica,Day Trade,Alto,Não,Sim
32,Masculino,Viúvo,Sul,9630.42,Fundamental,Moderado,29.9,631767.13,Compra de Imóvel,Tecnologia,Mensal,Baixo,Não,Sim
58,Feminino,Casado,Sul,22168.58,Pós-graduado,Arrojado,0.5,173512.62,Diversificação,Papel e Celulose,Mensal,Baixo,Não,Sim
18,Feminino,Casado,Sudeste,4293.7,Fundamental,Arrojado,9.7,921685.93,Compra de Imóvel,Construção Civil,Mensal,Alto,Não,Sim
22,Feminino,Viúvo,Sudeste,19441.74,Médio,Moderado,6.3,665685.56,Compra de Imóvel,Energia Elétrica,Semanal (Swing Trade),Baixo,Sim,Não
24,Outro,Divorciado,Nordeste,10210.22,Médio,Conservador,23.1,946030.28,Viagem,Financeiro,Day Trade,Alto,Sim,Não
58,Masculino,Casado,Sudeste,32400.2,Pós-graduado,Conservador,29.2,748829.89,Educação dos Filhos,Papel e Celulose,Anual,Médio,Não,Não
69,Outro,Casado,Centro-Oeste,32979.58,Médio,Agressivo,2.8,947367.65,Curto Prazo,Tecnologia,Anual,Médio,Não,Sim
63,Feminino,Casado,Centro-Oeste,21936.06,Médio,Arrojado,3.6,322927.67,Aposentadoria,Outro,Anual,Médio,Sim,Não
41,Feminino,Viúvo,Centro-Oeste,19576.65,Superior Completo,Conservador,13.8,7353.1,Curto Prazo,Energia Elétrica,Anual,Baixo,Não,Sim
38,Outro,Divorciado,Nordeste,17839.59,Médio,Arrojado,25.4,456874.49,Aposentadoria,Financeiro,Anual,Baixo,Não,Sim
72,Feminino,Solteiro,Centro-Oeste,38431.63,Fundamental,Conservador,1.5,854233.77,Reserva de Emergência,Varejo,Semanal (Swing Trade),Médio,Não,Não
61,Masculino,Divorciado,Sul,39917.51,Superior Completo,Conservador,29.3,872998.07,Compra de Imóvel,Financeiro,Ocasional (Buy and Hold),Alto,Não,Não
57,Masculino,Divorciado,Nordeste,34080.9,Médio,Arrojado,23.2,340068.02,Diversificação,Construção Civil,Day Trade,Médio,Sim,Não
59,Feminino,Divorciado,Norte,39129.24,Superior Incompleto,Agressivo,15.6,17537.2,Diversificação,Outro,Day Trade,Baixo,Não,Sim
36,Masculino,Casado,Sul,11906.39,Médio,Agressivo,21.6,494046.65,Reserva de Emergência,Saúde,Ocasional (Buy and Hold),Baixo,Não,Não
47,Outro,Casado,Sudeste,21911.63,Médio,Arrojado,0.5,911726.42,Diversificação,Commodities,Ocasional (Buy and Hold),Médio,Sim,Sim
51,Outro,Casado,Centro-Oeste,33052.57,Superior Incompleto,Conservador,28.4,658315.38,Reserva de Emergência,Energia Elétrica,Ocasional (Buy and Hold),Médio,Não,Sim
23,Outro,Casado,Nordeste,10835.6,Pós-graduado,Conservador,26.3,614207.22,Compra de Imóvel,Saneamento,Mensal,Médio,Não,Sim
62,Masculino,Divorciado,Centro-Oeste,7790.42,Fundamental,Arrojado,19.4,168881.56,Viagem,Varejo,Mensal,Médio,Não,Sim
45,Outro,Casado,Norte,22639.13,Pós-graduado,Agressivo,19.4,419270.35,Diversificação,Papel e Celulose,Anual,Alto,Sim,Sim
58,Outro,Viúvo,Centro-Oeste,7892.99,Superior Completo,Agressivo,12.0,445830.68,Renda Passiva,Construção Civil,Day Trade,Alto,Não,Sim
74,Outro,Solteiro,Centro-Oeste,31900.95,Pós-graduado,Agressivo,4.5,22952.09,Curto Prazo,Outro,Mensal,Alto,Sim,Não
42,Outro,Viúvo,Sudeste,17554.2,Médio,Agressivo,22.6,183781.16,Aposentadoria,Saneamento,Ocasional (Buy and Hold),Baixo,Sim,Não
48,Masculino,Casado,Nordeste,37398.47,Pós-graduado,Agressivo,26.5,937064.09,Compra de Imóvel,Financeiro,Ocasional (Buy and Hold),Médio,Sim,Não
34,Masculino,Solteiro,Sul,27989.06,Superior Incompleto,Conservador,18.4,164819.62,Aposentadoria,Outro,Anual,Alto,Sim,Não
27,Outro,Casado,Centro-Oeste,39965.09,Fundamental,Arrojado,1.1,802787.51,Curto Prazo,Financeiro,Day Trade,Baixo,Não,Sim
32,Feminino,Divorciado,Sul,9336.29,Superior Completo,Moderado,19.1,717965.07,Reserva de Emergência,Energia Elétrica,Mensal,Baixo,Sim,Não
47,Masculino,Casado,Sudeste,7533.32,Fundamental,Moderado,7.0,528862.49,Curto Prazo,Papel e Celulose,Day Trade,Alto,Sim,Sim
66,Feminino,Divorciado,Sudeste,38053.82,Fundamental,Arrojado,3.2,360988.43,Reserva de Emergência,Construção Civil,Day Trade,Médio,Sim,Não
35,Outro,Divorciado,Nordeste,27423.64,Superior Completo,Conservador,26.2,705470.06,Aposentadoria,Financeiro,Ocasional (Buy and Hold),Alto,Sim,Sim
31,Outro,Divorciado,Centro-Oeste,22159.26,Superior Incompleto,Arrojado,26.6,179645.28,Compra de Imóvel,Papel e Celulose,Mensal,Médio,Sim,Não
69,Feminino,Divorciado,Sudeste,20804.71,Médio,Agressivo,4.0,757648.09,Viagem,Outro,Mensal,Alto,Não,Sim
64,Feminino,Divorciado,Nordeste,13006.92,Fundamental,Moderado,9.5,101763.36,Aposentadoria,Construção Civil,Semanal (Swing Trade),Alto,Sim,Não
52,Feminino,Casado,Sul,23035.36,Superior Completo,Conservador,6.1,176510.85,Educação dos Filhos,Varejo,Day Trade,Baixo,Não,Sim
59,Feminino,Divorciado,Sul,5755.97,Médio,Arrojado,26.0,626720.1,Reserva de Emergência,Energia Elétrica,Mensal,Alto,Sim,Sim
66,Outro,Divorciado,Nordeste,14842.22,Pós-graduado,Moderado,1.4,48746.16,Compra de Imóvel,Saúde,Anual,Baixo,Sim,Não
57,Feminino,Casado,Nordeste,33650.31,Fundamental,Agressivo,5.3,250804.45,Curto Prazo,Tecnologia,Mensal,Baixo,Não,Sim
59,Masculino,Viúvo,Nordeste,16520.88,Médio,Moderado,6.4,378436.02,Viagem,Tecnologia,Mensal,Médio,Não,Sim
21,Feminino,Divorciado,Centro-Oeste,30048.33,Pós-graduado,Conservador,14.6,671123.17,Curto Prazo,Varejo,Day Trade,Baixo,Não,Sim
66,Masculino,Divorciado,Norte,2701.77,Fundamental,Agressivo,29.1,710653.02,Reserva de Emergência,Outro,Ocasional (Buy and Hold),Baixo,Não,Não
35,Feminino,Casado,Nordeste,13548.38,Pós-graduado,Agressivo,13.9,314913.32,Diversificação,Varejo,Mensal,Médio,Não,Sim
55,Outro,Viúvo,Centro-Oeste,7899.12,Pós-graduado,Arrojado,24.6,477251.34,Renda Passiva,Saúde,Ocasional (Buy and Hold),Médio,Sim,Não
70,Outro,Casado,Norte,31531.14,Pós-graduado,Moderado,7.4,178908.57,Renda Passiva,Tecnologia,Ocasional (Buy and Hold),Médio,Sim,Sim
55,Masculino,Casado,Centro-Oeste,5614.16,Fundamental,Conservador,1.0,257434.56,Curto Prazo,Energia Elétrica,Semanal (Swing Trade),Médio,Não,Não
27,Feminino,Casado,Sul,13019.76,Superior Incompleto,Moderado,20.3,408823.1,Viagem,Papel e Celulose,Anual,Médio,Não,Não
50,Outro,Divorciado,Centro-Oeste,13506.58,Pós-graduado,Conservador,7.4,296999.48,Compra de Imóvel,Tecnologia,Anual,Médio,Sim,Não
49,Outro,Casado,Sudeste,3338.85,Médio,Conservador,8.3,178753.7,Reserva de Emergência,Varejo,Semanal (Swing Trade),Baixo,Não,Sim
32,Masculino,Viúvo,Norte,20570.26,Pós-graduado,Arrojado,16.8,369743.51,Aposentadoria,Varejo,Semanal (Swing Trade),Baixo,Sim,Não
43,Outro,Casado,Norte,12247.09,Pós-graduado,Agressivo,0.2,2734.05,Aposentadoria,Outro,Anual,Alto,Sim,Sim
53,Feminino,Divorciado,Centro-Oeste,15930.79,Médio,Moderado,3.3,644253.17,Renda Passiva,Tecnologia,Anual,Médio,Não,Sim
50,Outro,Solteiro,Norte,15293.73,Pós-graduado,Agressivo,24.7,735106.12,Reserva de Emergência,Energia Elétrica,Anual,Baixo,Sim,Não
29,Feminino,Solteiro,Nordeste,19458.54,Superior Completo,Agressivo,29.1,916138.16,Aposentadoria,Saúde,Day Trade,Médio,Não,Sim
50,Feminino,Solteiro,Nordeste,10863.67,Fundamental,Agressivo,10.1,695113.46,Aposentadoria,Energia Elétrica,Day Trade,Médio,Sim,Sim
44,Outro,Casado,Sul,23036.13,Fundamental,Moderado,4.5,420434.86,Compra de Imóvel,Varejo,Day Trade,Baixo,Sim,Sim
69,Feminino,Viúvo,Centro-Oeste,24419.03,Superior Incompleto,Moderado,29.0,133520.45,Diversificação,Energia Elétrica,Semanal (Swing Trade),Alto,Não,Sim
28,Masculino,Casado,Centro-Oeste,27581.18,Médio,Moderado,28.6,506608.07,Curto Prazo,Financeiro,Mensal,Médio,Não,Não
30,Outro,Casado,Centro-Oeste,3363.43,Superior Incompleto,Moderado,19.3,510986.85,Curto Prazo,Papel e Celulose,Mensal,Médio,Não,Sim
68,Feminino,Viúvo,Nordeste,28534.75,Pós-graduado,Moderado,7.9,920163.72,Curto Prazo,Outro,Semanal (Swing Trade),Alto,Não,Não
41,Masculino,Solteiro,Centro-Oeste,17989.06,Superior Completo,Agressivo,9.0,409163.21,Renda Passiva,Construção Civil,Day Trade,Baixo,Sim,Sim
60,Outro,Divorciado,Sul,29103.13,Médio,Arrojado,17.1,174389.88,Curto Prazo,Financeiro,Mensal,Alto,Não,Não
53,Outro,Casado,Norte,10671.68,Pós-graduado,Moderado,18.6,446800.88,Reserva de Emergência,Construção Civil,Mensal,Baixo,Sim,Sim
67,Feminino,Casado,Norte,24988.84,Pós-graduado,Moderado,4.0,367806.76,Compra de Imóvel,Tecnologia,Ocasional (Buy and Hold),Alto,Não,Não
54,Outro,Casado,Norte,26619.68,Pós-graduado,Agressivo,17.9,753131.02,Curto Prazo,Financeiro,Ocasional (Buy and Hold),Médio,Sim,Não
38,Outro,Viúvo,Sul,37266.74,Fundamental,Agressivo,12.2,499602.32,Curto Prazo,Outro,Mensal,Alto,Não,Não
26,Masculino,Solteiro,Sul,12231.55,Superior Incompleto,Conservador,2.5,743772.22,Renda Passiva,Commodities,Day Trade,Médio,Não,Sim
34,Masculino,Casado,Sul,29476.55,Superior Completo,Arrojado,28.3,320679.8,Curto Prazo,Saneamento,Day Trade,Baixo,Não,Não
45,Outro,Viúvo,Nordeste,31048.28,Fundamental,Arrojado,23.4,816196.61,Reserva de Emergência,Saúde,Mensal,Baixo,Sim,Sim
62,Outro,Casado,Norte,15169.49,Superior Completo,Arrojado,5.7,916239.16,Reserva de Emergência,Energia Elétrica,Mensal,Baixo,Sim,Não
64,Feminino,Solteiro,Sudeste,35545.39,Superior Incompleto,Agressivo,18.8,422878.47,Compra de Imóvel,Tecnologia,Anual,Alto,Sim,Sim
43,Outro,Viúvo,Nordeste,37061.94,Fundamental,Arrojado,6.0,787188.24,Curto Prazo,Commodities,Ocasional (Buy and Hold),Alto,Sim,Sim
50,Masculino,Divorciado,Sul,13763.08,Superior Incompleto,Moderado,9.8,469628.73,Aposentadoria,Energia Elétrica,Anual,Baixo,Não,Sim
44,Outro,Viúvo,Norte,8785.59,Superior Incompleto,Agressivo,20.1,55512.75,Viagem,Outro,Mensal,Alto,Não,Não
25,Outro,Casado,Sul,18465.79,Médio,Moderado,9.2,195848.06,Reserva de Emergência,Financeiro,Day Trade,Baixo,Sim,Não
66,Masculino,Divorciado,Sudeste,13685.65,Pós-graduado,Conservador,11.9,219332.0,Viagem,Commodities,Semanal (Swing Trade),Médio,Não,Não
58,Masculino,Viúvo,Nordeste,9018.9,Superior Completo,Moderado,3.8,528295.69,Diversificação,Tecnologia,Anual,Médio,Não,Sim
46,Masculino,Divorciado,Centro-Oeste,23391.49,Pós-graduado,Conservador,10.9,923429.15,Reserva de Emergência,Outro,Day Trade,Médio,Sim,Não
69,Outro,Divorciado,Sul,32284.6,Fundamental,Moderado,8.2,377911.45,Curto Prazo,Papel e Celulose,Anual,Alto,Sim,Não
65,Outro,Casado,Nordeste,30340.76,Pós-graduado,Agressivo,11.3,603698.81,Reserva de Emergência,Varejo,Mensal,Alto,Sim,Sim
38,Outro,Casado,Norte,2246.44,Superior Incompleto,Arrojado,13.8,446945.32,Curto Prazo,Papel e Celulose,Anual,Médio,Sim,Não
67,Masculino,Divorciado,Nordeste,20883.85,Pós-graduado,Agressivo,13.6,34415.29,Reserva de Emergência,Tecnologia,Anual,Alto,Não,Sim
59,Feminino,Solteiro,Nordeste,16167.01,Médio,Conservador,14.7,145177.27,Diversificação,Varejo,Anual,Médio,Não,Não
48,Feminino,Casado,Norte,21452.7,Fundamental,Conservador,27.6,208900.79,Aposentadoria,Papel e Celulose,Mensal,Alto,Sim,Sim
33,Masculino,Viúvo,Nordeste,34373.22,Pós-graduado,Agressivo,19.2,997791.68,Compra de Imóvel,Saneamento,Anual,Médio,Sim,Sim
75,Masculino,Divorciado,Nordeste,30011.42,Fundamental,Agressivo,28.2,964202.16,Reserva de Emergência,Varejo,Mensal,Alto,Sim,Não
43,Outro,Divorciado,Sul,33443.73,Pós-graduado,Arrojado,14.8,307867.44,Reserva de Emergência,Varejo,Mensal,Médio,Sim,Não
21,Masculino,Viúvo,Norte,25092.7,Pós-graduado,Agressivo,0.3,970619.53,Diversificação,Energia Elétrica,Day Trade,Baixo,Sim,Não
69,Feminino,Viúvo,Sudeste,16355.26,Fundamental,Conservador,26.4,178575.96,Renda Passiva,Outro,Ocasional (Buy and Hold),Médio,Sim,Sim
33,Outro,Divorciado,Norte,31005.17,Superior Completo,Moderado,22.9,63208.62,Viagem,Saneamento,Mensal,Médio,Não,Não
25,Masculino,Viúvo,Nordeste,6812.14,Superior Completo,Moderado,26.9,549371.02,Educação dos Filhos,Papel e Celulose,Mensal,Médio,Sim,Não
63,Outro,Casado,Centro-Oeste,30416.41,Superior Incompleto,Conservador,7.8,32481.32,Renda Passiva,Financeiro,Mensal,Alto,Sim,Sim
67,Masculino,Solteiro,Sudeste,11261.57,Superior Incompleto,Conservador,5.4,779806.91,Aposentadoria,Saneamento,Semanal (Swing Trade),Alto,Sim,Não
46,Outro,Divorciado,Nordeste,10846.67,Pós-graduado,Conservador,19.7,109225.25,Curto Prazo,Saúde,Ocasional (Buy and Hold),Alto,Sim,Sim
25,Masculino,Divorciado,Norte,14107.1,Pós-graduado,Conservador,18.5,737241.32,Aposentadoria,Saneamento,Semanal (Swing Trade),Baixo,Não,Sim
58,Feminino,Solteiro,Centro-Oeste,12808.63,Superior Incompleto,Moderado,20.9,926825.39,Compra de Imóvel,Tecnologia,Semanal (Swing Trade),Médio,Não,Não
36,Outro,Casado,Nordeste,17962.91,Médio,Agressivo,21.1,430812.69,Diversificação,Tecnologia,Day Trade,Médio,Não,Sim
52,Outro,Viúvo,Centro-Oeste,27728.39,Médio,Arrojado,17.3,55622.45,Reserva de Emergência,Energia Elétrica,Ocasional (Buy and Hold),Médio,Sim,Sim
20,Feminino,Divorciado,Sul,18140.1,Superior Incompleto,Arrojado,28.6,435391.84,Compra de Imóvel,Saneamento,Mensal,Alto,Sim,Não
56,Masculino,Solteiro,Sul,7241.43,Superior Completo,Conservador,29.2,979854.01,Curto Prazo,Financeiro,Ocasional (Buy and Hold),Alto,Não,Não
32,Feminino,Solteiro,Nordeste,28662.41,Médio,Moderado,3.2,633201.31,Viagem,Energia Elétrica,Ocasional (Buy and Hold),Baixo,Sim,Sim
71,Outro,Viúvo,Sudeste,4779.26,Fundamental,Arrojado,21.9,879901.7,Renda Passiva,Outro,Semanal (Swing Trade),Médio,Não,Não
47,Feminino,Solteiro,Nordeste,33510.96,Fundamental,Arrojado,26.4,461523.07,Viagem,Financeiro,Ocasional (Buy and Hold),Médio,Sim,Sim
69,Outro,Casado,Norte,18948.29,Superior Completo,Agressivo,15.4,143126.75,Curto Prazo,Construção Civil,Semanal (Swing Trade),Médio,Não,Sim
55,Feminino,Casado,Sul,38057.09,Pós-graduado,Agressivo,2.9,331530.65,Diversificação,Saúde,Day Trade,Alto,Não,Sim
55,Feminino,Solteiro,Nordeste,3009.35,Pós-graduado,Agressivo,8.1,882001.99,Curto Prazo,Saneamento,Anual,Baixo,Não,Não
65,Feminino,Viúvo,Norte,29162.87,Fundamental,Conservador,2.8,961078.08,Curto Prazo,Varejo,Anual,Baixo,Não,Não
45,Masculino,Viúvo,Nordeste,12169.62,Superior Completo,Arrojado,5.0,24676.37,Renda Passiva,Construção Civil,Semanal (Swing Trade),Alto,Sim,Não
43,Masculino,Solteiro,Centro-Oeste,8100.33,Pós-graduado,Conservador,15.2,775750.39,Reserva de Emergência,Saúde,Semanal (Swing Trade),Baixo,Sim,Não
18,Outro,Solteiro,Sudeste,33990.86,Médio,Moderado,24.3,345773.79,Renda Passiva,Varejo,Ocasional (Buy and Hold),Baixo,Sim,Não
47,Feminino,Viúvo,Nordeste,20556.93,Fundamental,Moderado,27.2,216687.94,Aposentadoria,Outro,Ocasional (Buy and Hold),Baixo,Sim,Não
38,Outro,Divorciado,Sudeste,20461.61,Fundamental,Moderado,15.3,532288.07,Reserva de Emergência,Commodities,Ocasional (Buy and Hold),Médio,Sim,Sim
23,Feminino,Divorciado,Centro-Oeste,15074.02,Superior Incompleto,Conservador,17.2,554218.26,Compra de Imóvel,Energia Elétrica,Day Trade,Baixo,Sim,Sim
59,Masculino,Divorciado,Norte,22136.32,Fundamental,Moderado,28.0,126775.43,Diversificação,Commodities,Mensal,Baixo,Sim,Sim
30,Feminino,Solteiro,Centro-Oeste,14085.69,Médio,Agressivo,1.9,540711.79,Diversificação,Energia Elétrica,Day Trade,Baixo,Sim,Não
69,Outro,Viúvo,Sul,22243.91,Superior Completo,Arrojado,6.1,135584.85,Aposentadoria,Saúde,Semanal (Swing Trade),Médio,Sim,Sim
34,Outro,Casado,Centro-Oeste,22369.97,Superior Completo,Agressivo,13.6,566657.67,Curto Prazo,Papel e Celulose,Semanal (Swing Trade),Baixo,Sim,Sim
42,Masculino,Solteiro,Norte,20193.46,Médio,Arrojado,20.5,324293.99,Diversificação,Outro,Ocasional (Buy and Hold),Alto,Sim,Não
69,Masculino,Casado,Nordeste,20043.15,Pós-graduado,Arrojado,2.5,708545.92,Renda Passiva,Varejo,Ocasional (Buy and Hold),Alto,Não,Não
31,Feminino,Viúvo,Sul,2077.79,Pós-graduado,Conservador,7.6,219903.2,Diversificação,Financeiro,Mensal,Baixo,Não,Sim
34,Feminino,Divorciado,Sudeste,29659.15,Médio,Moderado,11.5,250495.61,Compra de Imóvel,Varejo,Mensal,Baixo,Sim,Não
69,Masculino,Divorciado,Sudeste,18971.54,Fundamental,Moderado,17.0,110663.21,Aposentadoria,Tecnologia,Day Trade,Baixo,Não,Sim
70,Outro,Casado,Centro-Oeste,37947.55,Superior Incompleto,Moderado,17.0,913772.85,Reserva de Emergência,Energia Elétrica,Day Trade,Médio,Não,Sim
69,Feminino,Viúvo,Centro-Oeste,19349.79,Fundamental,Agressivo,28.9,318163.04,Educação dos Filhos,Varejo,Semanal (Swing Trade),Alto,Não,Não
25,Masculino,Casado,Sul,22676.06,Pós-graduado,Arrojado,5.4,772572.13,Educação dos Filhos,Tecnologia,Mensal,Baixo,Não,Sim
46,Masculino,Solteiro,Nordeste,25254.7,Fundamental,Agressivo,23.7,130756.46,Renda Passiva,Energia Elétrica,Day Trade,Médio,Não,Sim
20,Masculino,Divorciado,Centro-Oeste,34635.88,Fundamental,Moderado,20.9,276757.75,Diversificação,Financeiro,Day Trade,Baixo,Não,Não
31,Masculino,Solteiro,Sul,11066.12,Fundamental,Moderado,27.6,580984.89,Reserva de Emergência,Financeiro,Anual,Baixo,Não,Não
49,Outro,Solteiro,Sul,33051.42,Pós-graduado,Moderado,8.1,553103.42,Educação dos Filhos,Energia Elétrica,Day Trade,Baixo,Não,Não
57,Feminino,Casado,Nordeste,27375.61,Pós-graduado,Moderado,4.4,783171.17,Aposentadoria,Outro,Anual,Baixo,Não,Não
44,Outro,Solteiro,Nordeste,22086.18,Superior Completo,Conservador,20.3,112891.71,Reserva de Emergência,Outro,Ocasional (Buy and Hold),Baixo,Sim,Não
20,Outro,Solteiro,Sul,28933.18,Pós-graduado,Arrojado,6.9,270441.88,Compra de Imóvel,Commodities,Ocasional (Buy and Hold),Médio,Não,Não
68,Feminino,Divorciado,Sul,4509.43,Superior Incompleto,Agressivo,24.1,691832.29,Reserva de Emergência,Saúde,Semanal (Swing Trade),Alto,Sim,Sim
70,Outro,Viúvo,Nordeste,7259.58,Superior Completo,Conservador,4.6,967275.29,Viagem,Financeiro,Day Trade,Médio,Não,Não
60,Outro,Casado,Sudeste,19972.41,Superior Incompleto,Moderado,12.0,484085.84,Renda Passiva,Construção Civil,Mensal,Alto,Não,Não
35,Feminino,Divorciado,Centro-Oeste,24434.76,Superior Completo,Arrojado,7.9,950910.03,Curto Prazo,Saúde,Day Trade,Médio,Sim,Sim
25,Masculino,Viúvo,Centro-Oeste,11157.53,Fundamental,Conservador,25.8,660356.61,Aposentadoria,Tecnologia,Anual,Alto,Não,Sim
47,Masculino,Solteiro,Norte,32141.7,Superior Incompleto,Moderado,16.5,749354.18,Reserva de Emergência,Commodities,Ocasional (Buy and Hold),Médio,Não,Não
49,Masculino,Divorciado,Nordeste,32934.62,Superior Incompleto,Arrojado,5.7,202154.58,Reserva de Emergência,Varejo,Mensal,Baixo,Não,Sim
70,Masculino,Viúvo,Norte,2592.36,Superior Incompleto,Conservador,16.2,614063.26,Diversificação,Commodities,Mensal,Alto,Sim,Não
64,Masculino,Solteiro,Sudeste,31615.58,Superior Completo,Arrojado,7.6,856911.73,Diversificação,Outro,Ocasional (Buy and Hold),Baixo,Sim,Não
39,Masculino,Divorciado,Nordeste,3734.81,Médio,Moderado,11.5,705271.01,Renda Passiva,Varejo,Semanal (Swing Trade),Baixo,Não,Não
70,Masculino,Divorciado,Sul,4588.39,Pós-graduado,Arrojado,28.7,798887.47,Compra de Imóvel,Saúde,Anual,Baixo,Sim,Não
67,Outro,Viúvo,Nordeste,25922.67,Fundamental,Moderado,10.1,681793.26,Viagem,Papel e Celulose,Mensal,Médio,Não,Não
68,Masculino,Casado,Nordeste,19053.97,Médio,Arrojado,17.3,623729.99,Reserva de Emergência,Tecnologia,Anual,Baixo,Não,Sim
72,Outro,Casado,Nordeste,25056.49,Fundamental,Agressivo,28.7,553330.14,Viagem,Construção Civil,Anual,Alto,Não,Sim
41,Outro,Casado,Sul,9769.08,Superior Completo,Agressivo,5.7,365580.17,Renda Passiva,Varejo,Anual,Alto,Não,Não
60,Masculino,Divorciado,Norte,26895.77,Fundamental,Arrojado,28.2,175195.72,Reserva de Emergência,Construção Civil,Semanal (Swing Trade),Baixo,Não,Não
48,Outro,Viúvo,Norte,12033.42,Superior Incompleto,Moderado,23.4,392381.27,Aposentadoria,Papel e Celulose,Mensal,Baixo,Sim,Não
20,Feminino,Viúvo,Norte,19866.51,Superior Incompleto,Agressivo,19.7,320293.67,Reserva de Emergência,Saneamento,Anual,Baixo,Não,Sim
27,Outro,Viúvo,Nordeste,11124.07,Pós-graduado,Moderado,25.3,76764.55,Renda Passiva,Varejo,Mensal,Médio,Não,Não
39,Outro,Viúvo,Sudeste,9135.01,Fundamental,Moderado,1.6,174088.84,Educação dos Filhos,Construção Civil,Anual,Baixo,Sim,Não
37,Masculino,Viúvo,Centro-Oeste,20892.1,Médio,Arrojado,19.4,518496.27,Compra de Imóvel,Construção Civil,Mensal,Baixo,Não,Não
